	log2FoldChange_Pinfestans	log2FoldChange_Cfulvum	log2FoldChange_PSTVd_S23	log2FoldChange_PSTVd_M	log2FoldChange_Bcinerea	log2FoldChange_Mincognita_7dpi	log2FoldChange_Mincognita_14dpi
mRNA:Solyc11g010290.2.1	-4.33734975255615	0.0450455384938583	-0.278360941741748	-0.76854913579032	-4.27121340755084	1.1427428199126	2.28809743330709
mRNA:Solyc11g010300.2.1	-1.32750416937092	-0.818509009124941	-1.27956781445025	-0.596084164276427	-2.00049396357014	-0.727236835073908	2.67433809008676
mRNA:Solyc11g010310.2.1	-0.168384314812974	0.535060514710536	0.268561107929883	0.160055834808141	-0.0149542381749107	0.446556863863029	1.05696297940186
mRNA:Solyc11g010320.1.1	2.40659706688865	0.796587743840249	-0.0083212522773424	0.267236481639179	0.0857933163621314	1.58011941955773	-1.1116666090615
mRNA:Solyc11g010330.3.1	1.29880358212038	1.24901036246345	0.797726437492119	0.87368270633123	0.552506090352503	-1.08152569702471	-0.146618669730358
mRNA:Solyc11g010340.2.1	-3.16665241948279	0.248208504832774	-0.0556456294836905	-0.608250290643365	-1.65366714952963	-4.95874137436071	-0.260686088277259
mRNA:Solyc11g010350.2.1	-2.26812234430868	-1.62068110372082	0.0267829914828218	-0.384232207609032	-3.34084276670534	0.516288306461764	0.0949633653050642
mRNA:Solyc11g010360.3.1	0.12101502107011	1.57958996960267	-1.36315731726894	-1.52227181570972	0.188367651571188	-4.02616604692581	-5.04694388581047
mRNA:Solyc11g010370.1.1	0.540459812887808	-0.139467347162466	0.661913971582441	0.291792577561526	0.694446497694351	-0.939253234830621	-0.436417685275546
mRNA:Solyc11g010380.2.1	4.79090597456561	1.25483169858267	1.89494992365161	0.870256025459475	4.86201759025939	-1.05910829647788	-0.958222675196354
mRNA:Solyc11g010390.1.1	1.75467927776504	-0.098094335222811	-0.202353882357338	-0.51657595470823	-1.48916832560198	-0.411820961699744	-1.54609631567614
mRNA:Solyc11g010400.3.1	3.34390506714025	0.0	-0.357920033239933	-0.702439377862924	0.0	-4.35895748162299	-4.2460548349207
mRNA:Solyc11g010410.2.1	-8.94463417548567	-6.00337010247576	1.71602271085873	2.64059105712982	-7.67168372562621	-5.36421865056621	-2.8568850220304
mRNA:Solyc11g010430.2.1	1.63143213733463	1.56492199841063	0.66178054479892	0.0471938089002331	3.98827089345146	-0.856943050585826	-1.16204718157433
mRNA:Solyc11g010440.3.1	2.57191083652257	0.0345232414447964	0.38809206968363	0.808150741988643	-3.18461698082823	2.92659101729731	2.57900860342437
mRNA:Solyc11g010450.2.1	2.04650842170219	0.855096135649536	0.292469598425666	0.0848653816523686	2.17160445784652	0.443633096485772	-0.12579456486454
mRNA:Solyc11g010460.3.1	1.06848163969491	-1.88807351747464	-1.69374735535697	-1.41408305867071	0.0152115886170624	0.300471969852573	1.21135257096993
mRNA:Solyc11g010470.2.1	0.666269431196791	-0.444445104410431	0.0455245825274807	0.480371194830413	0.590026035015579	-0.75846067177847	-0.21896861068401
mRNA:Solyc11g010480.2.1	-1.47487419152204	-0.642329569494104	-0.866578229402148	-0.710156489936529	-1.89200993116734	0.772932776380441	0.647928407555643
mRNA:Solyc11g010490.3.1	0.141192287732749	-0.211237928966493	-0.484253098360245	-0.318889763313275	-1.52664324398164	0.794319262323753	0.532049090614906
mRNA:Solyc11g010500.1.1	-0.634376995097144	-0.529890904512247	-0.0162204045061675	0.156966939537188	0.255761703986811	-0.810664732492641	-0.523487349758994
mRNA:Solyc11g010510.2.1	0.683925536498532	-0.550519935409337	0.56624008973242	0.250390018909751	-0.394433818438544	1.4096531897231	0.176680868216273
mRNA:Solyc11g010520.1.1	3.37451373347874	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc11g010530.2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc11g010540.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc11g010550.2.1	-0.781982398897708	0.0051034435800678	-0.323360578876777	-0.214373893044294	-0.324235657417365	-0.680898215378663	0.184741018685757
mRNA:Solyc11g010560.3.1	-0.0944478802297655	-1.15249751667814	0.0852637992648456	-0.0339974916000548	-0.830567283102752	0.130492991146733	-0.603648468943769
mRNA:Solyc11g010570.2.1	-1.38989871922963	0.704627387199369	0.238559585949079	0.042473461805848	-0.925913875241151	0.515140688682079	2.05350019379228
mRNA:Solyc11g010580.2.1	-0.175137400869136	0.030076992299597	-0.845610260222422	-0.765720942413087	-0.22839454888266	-0.28821295735436	-0.856923146333569
mRNA:Solyc11g010590.3.1	0.925475685752556	-4.40956349616831	-0.307983925953359	-0.982819254068559	-0.640223174283621	-3.34376657034749	3.56622721460022
mRNA:Solyc11g010600.2.1	-0.0705464642204465	-1.1960083841213	-0.315993466659488	-0.398340637681835	-2.57395467528804	0.26838513069886	0.816948749185046
mRNA:Solyc11g010610.2.1	0.0701574504785952	0.185909429466392	0.32956418815527	0.27747124575344	0.279405814647741	-0.564048150788096	0.126557717897382
mRNA:Solyc11g010620.3.1	1.74132090557159	-1.71667877956589	-0.710428139191495	0.537566061314691	-1.04687450240992	-0.0034296099289055	-1.0839716370128
mRNA:Solyc11g010630.4.1	1.27154943709256	-1.39655730909165	0.123821118791096	-0.0657636901846983	-0.0075714170447255	0.635912359397108	-0.142622905101321
mRNA:Solyc11g010650.5.1	0.785348219126439	1.12200294506553	0.417144690061421	0.354199396410912	1.00092487621719	-0.325989889537873	-0.767860748812093
mRNA:Solyc11g010660.2.1	-0.49704476487498	0.479401273170767	0.547071024337616	0.782100152396359	-1.2566086680939	-0.311272885186905	0.416816352069195
mRNA:Solyc11g010670.1.1	0.88999805775829	0.654645271567823	-0.276505841495146	-0.970952255798922	-2.11248560334644	-0.826718676133121	-1.20436960147076
mRNA:Solyc11g010680.4.1	-0.0445637693527308	-0.0521227532495335	0.100396983418205	0.726987180439471	0.488668881145435	0.321998724258303	0.413580009864515
mRNA:Solyc11g010690.3.1	0.275373697066757	-1.66694664191678	-1.1951932156731	-0.419367164757929	-0.43593640618011	0.89535227370937	-0.360699542523318
mRNA:Solyc11g010710.2.1	2.95521870247495	0.216017589192871	-0.386826780610228	0.304133351538007	2.50443089091871	-0.447711733788779	-2.63428046204308
mRNA:Solyc11g010720.1.1	0.494182594558371	0.0900043947278645	0.0520490836851193	2.14297669616233	1.26556297177239	-1.78075670570958	0.425582722061665
mRNA:Solyc11g010730.4.1	2.52183292949111	0.906326409233835	-0.137073614418608	-0.539522890786079	2.24615789002458	-0.182024278953669	-0.031302273975962
mRNA:Solyc11g010735.1.1	1.08279770220093	0.0	-1.48938915932199	-1.19102672417579	0.0	0.0	0.942816279940885
mRNA:Solyc11g010740.3.1	6.13891074841602	0.120540839535135	0.57529383607372	-2.35715665534111	1.70760994527044	-4.23358459850978	0.633196468041372
mRNA:Solyc11g010750.1.1	-0.840772330984867	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc11g010760.1.1	-0.811856082962536	-0.253183851440805	0.54122215224812	-0.270349153298339	0.812889954140719	-0.56737301070763	-4.15814510478075
mRNA:Solyc11g010770.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc11g010780.1.1	2.2865718536924	0.804761637862583	-0.522477824456671	0.251589935986033	4.50563380233162	0.263654568292626	-1.021507208701
mRNA:Solyc11g010790.1.1	-2.85774621880577	0.492636540054706	-0.723233240085345	2.09039965891599	-3.54690252629636	0.717125766163778	-0.0899404831850884
mRNA:Solyc11g010810.1.1	-2.24401059026823	0.738071109018294	-1.60599468468242	-1.8032227080791	-2.65139576536555	-1.63734091577743	-0.993957250165069
mRNA:Solyc11g010813.1.1	-3.79905364197216	-0.300967188421802	-1.05299343889194	-0.273353041152911	-0.584495283296421	0.0	0.0
mRNA:Solyc11g010840.2.1	0.0818865829692523	0.526423172305235	0.321762473683214	0.0123675859039974	1.11296174762992	-0.402115056938299	0.262963185969026
mRNA:Solyc11g010850.2.1	3.20047796991396	1.52798864596431	1.01665645494692	1.59024352631479	2.86762102810589	0.523602269610762	-2.55956455711633
mRNA:Solyc11g010860.3.1	6.41913876409466	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc11g010870.2.1	0.340282284052803	0.0	-2.41029269660737	2.00583330667732	0.0	1.46665485166379	0.26147600645007
mRNA:Solyc11g010890.3.1	0.779725981866502	-0.24399257397102	-0.15122041140969	0.374951622884571	-0.081052315186425	0.715909766755539	-0.130677881167579
mRNA:Solyc11g010880.2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc11g010900.2.1	-2.25003311479234	0.684184709490164	-0.328180833067268	-1.67189741653991	-1.80851625212105	-3.48150430508219	1.97964960120943
mRNA:Solyc11g010910.3.1	-0.479716113157058	0.745319451844199	-0.468464189155155	0.911696877188893	0.296212002956982	0.552095680155271	-0.497856505857909
mRNA:Solyc11g010920.3.1	1.86854400609668	-1.52637209359354	-0.470128596072952	0.268895106862286	-2.32657543672866	0.995650356849004	-1.16217924373968
mRNA:Solyc11g010930.2.1	0.969601677724301	-0.587352612125383	-0.501293418743503	-0.510432773060816	-1.43268021811237	-5.81526863265853	-1.41828127267644
mRNA:Solyc11g010940.2.1	-2.44532372703404	0.216200524766014	0.0	0.0	-2.23978421930104	0.0	0.0
mRNA:Solyc11g010950.2.1	-0.220060778442476	0.954162972412887	-0.241008193878854	-0.62207315930647	0.350969916672908	-0.465791596535686	0.329846242107069
mRNA:Solyc11g010960.2.1	-1.1092642841382	-1.72713337730849	1.21933612237505	0.0	-6.03700455522859	3.30712643296781	-2.99877129230789
mRNA:Solyc11g010980.2.1	5.4141932853649	0.0	0.0	0.0	0.0	0.0	-0.139193177419182
mRNA:Solyc11g010990.3.1	2.21933195118819	-0.213795019014498	-2.16587242982923	0.412279304363471	-0.584495283296421	-1.60790290835595	-7.75690264882909
mRNA:Solyc11g011000.3.1	-3.406151177446	-2.67894918335378	-1.58590256618762	-1.28614029774005	-2.95322904621004	-0.727612005774184	-4.18059841857853
mRNA:Solyc11g011010.1.1	0.662012191433517	-0.828181451913794	-0.0004812095998812	-0.17746002808288	0.617496403256681	0.736734243268389	-0.442644777886313
mRNA:Solyc11g011020.2.1	0.263233887744625	-1.92225575082289	-0.779140619580374	-0.221241249147694	-3.9960335901963	0.475966528741903	-0.571209934679841
mRNA:Solyc11g011030.2.1	2.54684396376283	1.98945441446669	2.19419844156184	2.43451826928717	-0.0645256752943163	6.04260042498563	0.511943039916881
mRNA:Solyc11g011040.2.1	-0.256537394202211	0.852972971493156	-0.465752115307401	-0.287297881474706	-1.13152052976432	-0.201269948766417	-0.0297097977829002
mRNA:Solyc11g011050.2.1	0.361178830581083	1.09612735220276	-0.38173979566541	-1.93116681234572	-2.15762747760578	0.744464438297877	0.382498420992658
mRNA:Solyc11g011060.3.1	0.379691951161083	0.384294307328004	0.912335253092283	0.751249457086925	-1.45269530572983	-1.1453331971291	-0.344855793521202
mRNA:Solyc11g011080.3.1	0.309694446721089	0.854702525572411	0.763269759361866	0.662752408472275	-0.757818880013516	-0.247707779213071	-0.599783924226466
mRNA:Solyc11g011090.1.1	0.135680594722686	0.47899755036309	0.544711167552565	0.898139192417011	0.423178668904219	-0.850730906691707	-0.383428011109836
mRNA:Solyc11g011100.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc11g011110.3.1	5.55708681731424	-2.76564154888489	-0.64582820380925	-0.430009281966412	3.27912005665104	2.80623265721243	2.0466736371995
mRNA:Solyc11g011120.2.1	1.51506407467746	0.919286288354278	-0.226180782200455	-0.0785643519721224	4.33217056546794	1.16304180213386	0.440717818261456
mRNA:Solyc11g011130.3.1	0.660226431169184	0.545282221240455	0.61606461345296	1.11959813726016	0.904325731778687	-0.0942081980918559	0.544911583717418
mRNA:Solyc11g011140.2.1	0.621095365558922	0.243436394852089	-0.169109865123201	-0.84559946636079	0.911205125643684	0.53365186788793	0.0605099748823752
mRNA:Solyc11g011150.2.1	-0.0199259779933338	0.0482286068664704	0.564644496999654	-1.22745340190337	-0.576713970216792	1.13250371659988	0.862078741178287
mRNA:Solyc11g011160.1.1	-0.57364916583231	-0.444724780648571	0.0889731194350862	0.479591730236712	-1.23961787252214	-0.674737341679934	-1.56115931058532
mRNA:Solyc11g011170.2.1	0.181595785423678	-0.0244806326515368	0.468886939849311	-0.0791032661381339	0.622852959917598	0.397512480739832	-0.445541364619092
mRNA:Solyc11g011180.3.1	2.03112709892357	3.65127137651539	0.879630087878987	-2.11192969513725	1.82707713618906	-0.381728373750972	-0.756480641401733
mRNA:Solyc11g011190.1.1	1.79401056415762	1.28290313666679	0.276741034166447	-0.193236242362608	2.68532366961261	-1.79671211677772	-0.883963875700519
mRNA:Solyc11g011200.2.1	0.651416263514234	0.596106833609842	-0.0507846207761146	-0.3421362995201	1.53996732778471	0.294384243257085	-0.744954563216278
mRNA:Solyc11g011210.2.1	5.7275362771521	0.931922907631855	-2.10766253209035	-0.726799844549806	0.469863568474938	2.55008401444519	1.6396846037289
mRNA:Solyc11g011220.2.1	1.57445898012694	0.994259957965547	-0.358628541675958	-0.242494689426403	2.22977592536824	0.0025690310856369	-0.374719651367678
mRNA:Solyc11g011230.3.1	-0.773989704682088	-0.17865502790142	-0.461605590856878	0.267541486493826	-1.81103713637072	0.873483674076978	1.76675434621827
mRNA:Solyc11g011240.1.1	3.95845797461784	6.30685104362457	1.01016498402151	1.39307773282038	5.74016008306142	-7.3307219897978	-4.88155233970828
mRNA:Solyc11g011250.3.1	-1.77342125725263	-0.593541390430788	-0.0819376821309114	-0.174296396077509	-1.98477883580251	0.898559847769831	1.48047025713871
mRNA:Solyc11g011260.1.1	-2.33050190836067	-1.392259617555	-0.100333271793997	-0.204341943384308	-2.09921274332546	-0.616856162024566	-0.211562176786327
mRNA:Solyc11g011270.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc11g011280.3.1	0.0	1.66295232892816	0.0	0.0	0.0	3.3141603511911	-0.911122079455053
mRNA:Solyc11g011290.3.1	0.0	0.0	0.0	0.0	0.0	2.86123540697425	-0.0953785869243394
mRNA:Solyc11g011300.2.1	5.23082529658029	0.339463123815285	-0.495712545720418	-1.66544042644982	-2.72835046684795	2.50969797591866	0.477261978705275
mRNA:Solyc11g011310.4.1	2.96653523527609	-0.342071540933625	0.26713871718949	0.520875728130711	-2.18109612414676	0.0	5.77944648931431
mRNA:Solyc11g011320.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc11g011330.2.1	4.67564171178347	0.360010101165495	-0.0907278673618949	-0.146357310566973	4.52484730914672	-0.484068644257467	-2.60542445693958
mRNA:Solyc11g011340.2.1	6.96871688496393	2.97747206088584	-0.496284866973091	-0.623135449526882	1.63134375266633	-2.00053891585867	4.95700202795699
mRNA:Solyc11g011350.4.1	-0.2954010719904	1.01585659029732	0.385404441386677	0.323100932557625	0.653957007247139	-1.58873707876265	1.15101621748419
mRNA:Solyc11g011360.2.1	1.75413844329748	2.7714494922207	0.178619067917484	0.465273543301661	-0.517454947081869	-4.09881673288477	-1.64515917797526
mRNA:Solyc11g011370.2.1	1.45440754403859	0.303193377886341	-0.547936062514242	0.357213879695755	-1.2516559711199	1.41860056279076	-0.0432539276512873
mRNA:Solyc11g161600.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc11g011377.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc11g011380.2.1	2.9115603152387	1.21926476988789	-0.384318295000558	-0.511774617620492	3.87890753325231	0.286719467281491	-0.0340347398117917
mRNA:Solyc11g011390.3.1	0.170128322525223	0.119756495209732	-0.0466251031053312	-0.110561804573325	0.0609273862056494	-0.591023814602404	0.0414171524130012
mRNA:Solyc11g011400.2.1	3.40527513723986	3.37652923278121	-0.349246320996246	-0.997140405439109	2.31142709467644	2.31155997974823	3.56795603676179
mRNA:Solyc11g011410.3.1	-0.579194480942051	0.665928333254511	-0.888589801463464	-0.145633725940121	-0.112909614154478	-0.496858136400732	1.41640053534552
mRNA:Solyc11g011415.1.1	-0.22488697278649	0.324822623994668	0.167303972356991	-0.309046072716033	-0.280480330264834	0.879481446881744	1.33156711347088
mRNA:Solyc11g011420.3.1	0.351466519066622	0.395145103293017	-0.148318702593594	-0.444926183813672	-0.391656956073981	-0.003071199078945	-0.217183340395624
mRNA:Solyc11g011430.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc11g011440.1.1	0.996784064272075	0.429370400956953	-0.199960223962006	0.143861785400125	-0.0671638036622934	-3.42657488316132	1.22516902517534
mRNA:Solyc11g011450.2.1	1.60233865935559	0.82984186599627	-0.363348335228313	-0.816106834768881	0.782254091204122	-0.323612015126785	-0.272268208848557
mRNA:Solyc11g011460.2.1	-0.716754508659874	0.618876754618192	-0.0503041875762743	0.0223563403331621	0.293690094406858	-0.225349573350503	0.49066938636719
mRNA:Solyc11g011470.2.1	0.733945350398345	-0.0114716918087536	0.248068956539947	0.157531206517619	0.601550037267436	-0.940045625172408	-0.687661820323199
mRNA:Solyc11g011480.2.1	0.70187048364807	0.0729239903850323	0.130943888789895	0.211237192274899	0.530524968813226	-0.104803686677361	-0.794961781258519
mRNA:Solyc11g011490.2.1	0.0946240314421771	0.458254446260721	-0.199129339966268	0.0921303282364504	-0.0403775104494838	0.211315758453858	0.188110043843544
mRNA:Solyc11g011495.1.1	-0.260747225540974	0.729680816572805	-0.0618372029306135	0.56525456974094	0.228584555319197	-1.6482287438568	0.575169708752109
mRNA:Solyc11g011500.2.1	6.18037217759309	1.57271112142256	-0.0627582415195199	-0.262655829923296	3.15075454147958	-3.98721671784321	-3.16393310301573
mRNA:Solyc11g011510.1.1	0.762215358357439	0.405711377811293	-0.848569414900711	-1.51063136587659	0.384307730229633	-2.90831984368442	-0.499861870512259
mRNA:Solyc11g011530.2.1	-0.533468466722476	0.363270869128754	0.20705838728349	-1.12359910732795	0.355367953923971	0.700807030730475	-1.26786002708935
mRNA:Solyc11g011560.3.1	2.76315585484581	0.0	0.916257820246746	-1.98427391434203	0.0	3.82948866205874	3.93455240021162
mRNA:Solyc11g161640.1.1	1.39928944349619	0.0	1.29085815639158	-4.04097255827817	0.0	0.0	2.93959725204817
mRNA:Solyc11g011570.1.1	0.259490273854929	0.0	0.342110182428273	-5.26100778593782	0.0	-0.0389915762551128	6.45410224275626
mRNA:Solyc11g011580.2.1	3.49845855342203	0.136747595598118	-2.16885774330706	0.11903220391212	2.66690170068489	-1.47448159302779	1.16926584687592
mRNA:Solyc11g011585.1.1	2.5443323110205	2.00160386382674	-2.64876586558661	1.59201233138639	0.188367651571188	0.0	4.62274245339271
mRNA:Solyc11g011590.2.1	3.58321561885903	-0.438926046266825	-2.54862178294501	1.33611524272674	2.54551708227385	5.98017061247681	1.77277281904537
mRNA:Solyc11g011600.3.1	-1.10952399008248	1.44759703938282	-2.49803344255264	1.41091301225671	0.0	0.0	0.0
mRNA:Solyc11g161670.1.1	0.0	0.736399783724	-1.8102590685117	0.346075294670697	0.0	0.0	0.0
mRNA:Solyc11g011610.2.1	1.89471613977555	1.93100909396203	0.411028249436428	0.506177073408901	2.68674453663601	-0.577928095815357	-0.0982680705486532
mRNA:Solyc11g160060.1.1	2.81411387433414	4.53435264836182	0.527330482853013	0.880692443915106	0.188367651571188	2.18638300231704	0.0
mRNA:Solyc11g011620.3.1	1.19593936857101	1.02508906836586	0.365522638471723	1.01558194114752	3.56304672614236	-0.835542383626857	3.33775976829725
mRNA:Solyc11g011630.3.1	0.279836554765835	-1.24884410223922	0.0	0.084235573464383	-1.11278679195505	0.0	-3.58110701022276
mRNA:Solyc11g011640.1.1	4.3871309782585	-1.38120891084003	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc11g011650.1.1	-1.78715449434738	0.0895846298555177	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc11g011660.1.1	-2.69373591072535	-1.2201965919086	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc11g011690.1.1	0.0	-4.54706609532465	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc11g011680.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc11g011670.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc11g011673.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc11g011677.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc11g162030.1.1	-0.840772330984867	-0.88548018647233	0.0	0.0	0.0	-1.80695629880497	0.0
mRNA:Solyc11g160070.1.1	0.0	-0.774056583889785	0.0	0.0	-0.584495283296421	0.0	0.0
mRNA:Solyc11g011710.1.1	0.0	-0.821942731040332	0.0	0.0	-0.584495283296421	0.0	0.0
mRNA:Solyc11g011720.1.1	-0.840772330984867	-1.64755239808766	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc11g011730.1.1	-1.298396511307	-0.577999788687405	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc11g011740.1.1	3.54366784607921	4.79654385274807	-0.36002798058812	-0.988684703329964	2.80913580295957	0.0085233937644536	-1.57487241289404
mRNA:Solyc11g011750.1.1	-0.840772330984867	3.9626906709155	-0.174003897357897	-1.47893030621414	0.0	-0.787801873747383	-0.156994417387104
mRNA:Solyc11g011760.3.1	1.11803813182038	1.49497246323239	0.502012372556232	-0.0887486745785499	2.67960878601115	-0.542746979276236	1.75040527258272
mRNA:Solyc11g011770.3.1	-1.09774815532797	-0.177852951649526	-0.938377016305307	-0.639658183620963	-0.310988134093339	-1.34427768868845	0.637602025371467
mRNA:Solyc11g011780.3.1	1.33866883246577	0.86714114706207	0.236694333841022	-0.0508623617307873	3.64187220635298	-0.114166287065411	-0.519204068532763
mRNA:Solyc11g011790.3.1	-0.189174972109744	0.596402910176861	1.46439664958867	0.476610494267852	-0.105680957166561	-1.96902548934748	0.517954461707262
mRNA:Solyc11g011800.3.1	-0.0967333836157481	0.893711060528775	1.26565179600997	0.022373687618091	0.125198760175704	-0.0281669691147409	0.788761316301624
mRNA:Solyc11g161680.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc11g011820.3.1	-3.35545101692358	-1.15062604482378	-1.26854054390597	0.336788614097624	-1.96224649075549	0.0	1.30349099365777
mRNA:Solyc11g011840.2.1	-0.286444715659135	-1.23162595063387	1.26443500724276	0.515375111286772	-2.33563419514103	0.0946861290586915	0.270939281427657
mRNA:Solyc11g011850.2.1	-0.378234019655367	-0.802721741310128	-0.144809696366525	-0.525221674122019	-0.309196849044939	0.17368242657895	-0.187777120498193
mRNA:Solyc11g011860.1.1	-0.986779252419073	1.44642406007547	-1.69403739896103	-0.783532403656028	-0.7299705260259	-2.85247284197216	-0.714781885678653
mRNA:Solyc11g011880.2.1	0.0506983398957158	0.67522446180063	-0.0067862870929636	0.007758329463669	1.61958647336682	-1.30878218365626	-0.300598877919702
mRNA:Solyc11g011890.2.1	-1.31073209493702	-0.161746301246493	0.40022575518204	0.207363467823029	0.0	-3.39667859135684	-1.86643464029561
mRNA:Solyc11g011895.2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc11g011900.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc11g011910.2.1	0.949894120859747	-0.247232155082759	-0.0425207765513953	0.335182338539839	0.991365890542571	-0.0087144013460575	0.207040106521955
mRNA:Solyc11g011920.2.1	-0.880861531516518	0.395513063250836	0.334322562086467	-0.239989559181949	-0.350245549221908	-0.589684862090394	-1.05206255568725
mRNA:Solyc11g011930.3.1	1.22161459678074	1.11680944643625	-0.116840299930795	-0.0850669824146582	1.07260508717735	0.380734447976811	-0.226772493305266
mRNA:Solyc11g011940.3.1	3.26019419347813	5.45685326298872	0.783172666173332	0.084235573464383	0.0	-0.931517855480132	-3.22449722109021
mRNA:Solyc11g162040.1.1	0.60190402617344	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc11g161750.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc11g011960.2.1	1.11932129311643	-0.79908031110058	-0.132897349608899	-0.0267321810577819	-0.894668600069876	0.518246032687369	-0.253142328932963
mRNA:Solyc11g011970.2.1	-1.52271107120113	-0.191942358096468	-0.23082688095871	0.18272545707498	0.78734150171244	-1.91469321299807	-0.433945266977964
mRNA:Solyc11g011980.3.1	1.10380084463743	-0.481983852094759	-2.08816428810811	-0.843273263986137	-3.40130140324148	0.290930736006428	-6.09992119534791
mRNA:Solyc11g011990.2.1	-0.446149184827124	1.24544465886834	-0.176813270384552	-0.554936452973009	0.263715106500288	-0.977682914627449	0.693629063361659
mRNA:Solyc11g012000.2.1	-0.407708366320327	0.0132605999916501	-0.084584982526909	-0.0555807908891576	-0.894178998769742	-0.597147405487212	1.39746837528665
mRNA:Solyc11g012010.2.1	0.0	0.0	0.0	0.637981331760737	1.51400068595242	-3.44147940026557	-6.83461180169306
mRNA:Solyc11g012020.2.1	2.90501039123217	-0.046224545831204	-0.617203733105269	0.87231246444463	-2.38401637956004	0.662081343862048	-0.604422379038293
mRNA:Solyc11g012030.2.1	0.0	3.15939980825421	0.0	0.084235573464383	0.0	0.0	0.0
mRNA:Solyc11g012040.2.1	-1.03550657677614	-0.899423202105066	-0.38179130018322	0.154529377636082	-1.79941173259822	4.84368648921169	-0.296000095873618
mRNA:Solyc11g012050.1.1	-0.962255993287807	0.676563171533612	0.337656324173723	-2.93838960011588	-0.487641925338846	-0.180251393619491	-0.957698811859181
mRNA:Solyc11g012060.2.1	-0.5181293383227	-0.488813936877516	0.0537894581895892	-0.308167454110104	1.05262153008251	-1.65158176623091	0.0190330623343592
mRNA:Solyc11g012070.3.1	0.162616078544015	0.15293565545696	-0.341182957468561	-0.249719848408104	0.397029938600463	1.02614645261663	-0.550342190859518
mRNA:Solyc11g012080.2.1	0.862622063895571	0.21458438080659	-0.111366967898233	-0.007971918271062	0.718804919828336	-0.19713566459134	-0.473469014235962
mRNA:Solyc11g012090.2.1	0.0411663868313801	0.262705678417707	-0.50194418214459	0.868823998984796	0.0305082600148685	-1.69232114568257	-1.01878672235858
mRNA:Solyc11g012100.2.1	-0.585599435547041	0.191072119278643	0.184493819011042	0.178613883510994	-0.11339816721386	-0.532536016580317	0.738328668165681
mRNA:Solyc11g012110.2.1	0.771774593014411	0.871863062059744	-0.218063923507944	-0.195075182699151	1.15521694811964	0.240030818363228	0.0209213367324019
mRNA:Solyc11g012120.2.1	0.042658424446316	-0.0388007328318374	-0.572099669593615	-0.273353041152911	2.11209977811629	-0.159917202442605	0.0
mRNA:Solyc11g012130.2.1	-0.223630876763113	0.126041184559191	-1.28093365591107	-1.07435664127266	-0.206501641117476	-0.0479866184430385	-1.50468694838746
mRNA:Solyc11g012140.2.1	0.297249670127185	0.103776506620744	0.444481628313397	0.343546799101251	-0.372585356391471	0.237511602446294	0.121253799948377
mRNA:Solyc11g012150.3.1	0.412651258969891	0.585227857681279	0.354464604684992	0.539100138001882	0.290095971476289	-0.464158495445776	0.111608180888798
mRNA:Solyc11g012160.2.1	-0.325188237685587	0.450958048397327	0.0916175537203596	0.0584771621471963	-0.538125302720777	0.377706868203179	-0.159882341755819
mRNA:Solyc11g012170.1.1	6.35663444291316	-1.91092708164438	-0.707473475334613	-0.71850879882798	-0.548291221579077	-1.21910377027292	-0.217538821596553
mRNA:Solyc11g012180.2.1	-0.131915996275165	0.430463824093081	-0.559173098334927	-0.293006737699059	-0.958891689217107	1.01779812080344	0.275198410579676
